postcode,suburb,state,latitude,longitude
2472,Broadwater,NSW,-29.010,153.440,
2472,Buckendoon,NSW,-29.010,153.440,
2472,Esk,NSW,-29.010,153.440,
2472,Kilgin,NSW,-29.010,153.440,
2472,Moonem,NSW,-29.010,153.440,
2472,NewItaly,NSW,-29.010,153.440,
2472,RileysHill,NSW,-29.010,153.440,
2472,Tabbimoble,NSW,-29.010,153.440,
2472,TheGap,NSW,-29.010,153.440,
2472,TrustumsHill,NSW,-29.010,153.440,
2472,Woodburn,NSW,-29.010,153.440,
2473,Bundjalung,NSW,-29.090,153.380,
2473,Doonbah,NSW,-29.090,153.380,
2473,EvansHead,NSW,-29.090,153.380,
2473,IronGates,NSW,-29.090,153.380,
2473,SouthEvansHead,NSW,-29.090,153.380,
2474,Afterlee,NSW,-28.590,152.830,
2474,BarkersVale,NSW,-28.590,152.830,
2474,BorderRanges,NSW,-28.590,152.830,
2474,Cawongla,NSW,-28.590,152.830,
2474,CedarPoint,NSW,-28.590,152.830,
2474,CollinsCreek,NSW,-28.590,152.830,
2474,Cougal,NSW,-28.590,152.830,
2474,DairyFlat,NSW,-28.590,152.830,
2474,EdenCreek,NSW,-28.590,152.830,
2474,Edenville,NSW,-28.590,152.830,
2474,Ettrick,NSW,-28.590,152.830,
2474,FawcettsPlain,NSW,-28.590,152.830,
2474,FindonCreek,NSW,-28.590,152.830,
2474,Geneva,NSW,-28.590,152.830,
2474,GhinniGhi,NSW,-28.590,152.830,
2474,GradysCreek,NSW,-28.590,152.830,
2474,GreenPigeon,NSW,-28.590,152.830,
2474,Grevillia,NSW,-28.590,152.830,
2474,Homeleigh,NSW,-28.590,152.830,
2474,HorseStationCreek,NSW,-28.590,152.830,
2474,HorseshoeCreek,NSW,-28.590,152.830,
2474,IronPotCreek,NSW,-28.590,152.830,
2474,Kilgra,NSW,-28.590,152.830,
2474,Kyogle,NSW,-28.590,152.830,
2474,LittleBackCreek,NSW,-28.590,152.830,
2474,Loadstone,NSW,-28.590,152.830,
2474,LynchsCreek,NSW,-28.590,152.830,
2474,NewPark,NSW,-28.590,152.830,
2474,OldGrevillia,NSW,-28.590,152.830,
2474,Roseberry,NSW,-28.590,152.830,
2474,RoseberryCreek,NSW,-28.590,152.830,
2474,Rukenvale,NSW,-28.590,152.830,
2474,SawpitCreek,NSW,-28.590,152.830,
2474,Sherwood,NSW,-28.590,152.830,
2474,SmithsCreek,NSW,-28.590,152.830,
2474,TerraceCreek,NSW,-28.590,152.830,
2474,TheRisk,NSW,-28.590,152.830,
2474,Toonumbar,NSW,-28.590,152.830,
2474,Unumgar,NSW,-28.590,152.830,
2474,UpperEdenCreek,NSW,-28.590,152.830,
2474,UpperHorseshoeCreek,NSW,-28.590,152.830,
2474,Wadeville,NSW,-28.590,152.830,
2474,WarrazambilCreek,NSW,-28.590,152.830,
2474,WestWiangaree,NSW,-28.590,152.830,
2474,Wiangaree,NSW,-28.590,152.830,
2474,Wyneden,NSW,-28.590,152.830,
2475,Tooloom,NSW,-28.620,152.420,
2475,UpperTooloom,NSW,-28.620,152.420,
2475,Urbenville,NSW,-28.620,152.420,
2476,BoomiCreek,NSW,-28.370,152.320,
2476,BrumbyPlains,NSW,-28.370,152.320,
2476,Koreelah,NSW,-28.370,152.320,
2476,Legume,NSW,-28.370,152.320,
2476,LindesayCreek,NSW,-28.370,152.320,
2476,MuliMuli,NSW,-28.370,152.320,
2476,OldKoreelah,NSW,-28.370,152.320,
2476,TheGlen,NSW,-28.370,152.320,
2476,Woodenbong,NSW,-28.370,152.320,
2477,Alstonvale,NSW,-28.810,153.450,
2477,Alstonville,NSW,-28.810,153.450,
2477,Bagotville,NSW,-28.810,153.450,
2477,CabbageTreeIsland,NSW,-28.810,153.450,
2477,Dalwood,NSW,-28.810,153.450,
2477,EastWardell,NSW,-28.810,153.450,
2477,GoatIsland,NSW,-28.810,153.450,
2477,Lynwood,NSW,-28.810,153.450,
2477,MeerschaumVale,NSW,-28.810,153.450,
2477,PearcesCreek,NSW,-28.810,153.450,
2477,Rous,NSW,-28.810,153.450,
2477,RousMill,NSW,-28.810,153.450,
2477,Tuckombil,NSW,-28.810,153.450,
2477,Uralba,NSW,-28.810,153.450,
2477,Wardell,NSW,-28.810,153.450,
2477,Wollongbar,NSW,-28.810,153.450,
2478,Ballina,NSW,-28.870,153.560,
2478,Coolgardie,NSW,-28.870,153.560,
2478,Cumbalum,NSW,-28.870,153.560,
2478,EastBallina,NSW,-28.870,153.560,
2478,EmpireVale,NSW,-28.870,153.560,
2478,KeithHall,NSW,-28.870,153.560,
2478,LennoxHead,NSW,-28.870,153.560,
2478,PatchsBeach,NSW,-28.870,153.560,
2478,Pimlico,NSW,-28.870,153.560,
2478,PimlicoIsland,NSW,-28.870,153.560,
2478,SkennarsHead,NSW,-28.870,153.560,
2478,SouthBallina,NSW,-28.870,153.560,
2478,Teven,NSW,-28.870,153.560,
2478,Tintenbar,NSW,-28.870,153.560,
2478,WestBallina,NSW,-28.870,153.560,
2479,Bangalow,NSW,-28.690,153.520,
2479,BinnaBurra,NSW,-28.690,153.520,
2479,Brooklet,NSW,-28.690,153.520,
2479,CoopersShoot,NSW,-28.690,153.520,
2479,Coorabell,NSW,-28.690,153.520,
2479,Fernleigh,NSW,-28.690,153.520,
2479,Knockrow,NSW,-28.690,153.520,
2479,McleodsShoot,NSW,-28.690,153.520,
2479,Nashua,NSW,-28.690,153.520,
2479,Newrybar,NSW,-28.690,153.520,
2479,PossumCreek,NSW,-28.690,153.520,
2480,Bentley,NSW,-28.610,153.040,
2480,Bexhill,NSW,-28.610,153.040,
2480,Blakebrook,NSW,-28.610,153.040,
2480,BlueKnob,NSW,-28.610,153.040,
2480,BoatHarbour,NSW,-28.610,153.040,
2480,BooerieCreek,NSW,-28.610,153.040,
2480,BoorabeePark,NSW,-28.610,153.040,
2480,Booyong,NSW,-28.610,153.040,
2480,Bungabbee,NSW,-28.610,153.040,
2480,Caniaba,NSW,-28.610,153.040,
2480,ChilcottsGrass,NSW,-28.610,153.040,
2480,Clovass,NSW,-28.610,153.040,
2480,Clunes,NSW,-28.610,153.040,
2480,CoffeeCamp,NSW,-28.610,153.040,
2480,Corndale,NSW,-28.610,153.040,
2480,Dorroughby,NSW,-28.610,153.040,
2480,Dungarubba,NSW,-28.610,153.040,
2480,Dunoon,NSW,-28.610,153.040,
2480,EastLismore,NSW,-28.610,153.040,
2480,Eltham,NSW,-28.610,153.040,
2480,Eureka,NSW,-28.610,153.040,
2480,Federal,NSW,-28.610,153.040,
2480,Fernside,NSW,-28.610,153.040,
2480,Georgica,NSW,-28.610,153.040,
2480,GirardsHill,NSW,-28.610,153.040,
2480,Goolmangar,NSW,-28.610,153.040,
2480,Goonellabah,NSW,-28.610,153.040,
2480,HowardsGrass,NSW,-28.610,153.040,
2480,Jiggi,NSW,-28.610,153.040,
2480,Keerrong,NSW,-28.610,153.040,
2480,Koonorigan,NSW,-28.610,153.040,
2480,LagoonGrass,NSW,-28.610,153.040,
2480,Larnook,NSW,-28.610,153.040,
2480,Leycester,NSW,-28.610,153.040,
2480,LillianRock,NSW,-28.610,153.040,
2480,Lindendale,NSW,-28.610,153.040,
2480,Lismore,NSW,-28.610,153.040,
2480,LismoreHeights,NSW,-28.610,153.040,
2480,Loftville,NSW,-28.610,153.040,
2480,MaromCreek,NSW,-28.610,153.040,
2480,MckeesHill,NSW,-28.610,153.040,
2480,McleansRidges,NSW,-28.610,153.040,
2480,Modanville,NSW,-28.610,153.040,
2480,Monaltrie,NSW,-28.610,153.040,
2480,MountainTop,NSW,-28.610,153.040,
2480,Nightcap,NSW,-28.610,153.040,
2480,Nimbin,NSW,-28.610,153.040,
2480,NorthLismore,NSW,-28.610,153.040,
2480,Numulgi,NSW,-28.610,153.040,
2480,RepentanceCreek,NSW,-28.610,153.040,
2480,RichmondHill,NSW,-28.610,153.040,
2480,RockValley,NSW,-28.610,153.040,
2480,Rosebank,NSW,-28.610,153.040,
2480,Ruthven,NSW,-28.610,153.040,
2480,SouthGundurimba,NSW,-28.610,153.040,
2480,SouthLismore,NSW,-28.610,153.040,
2480,StonyChute,NSW,-28.610,153.040,
2480,TeraniaCreek,NSW,-28.610,153.040,
2480,TheChannon,NSW,-28.610,153.040,
2480,Tregeagle,NSW,-28.610,153.040,
2480,TuckiTucki,NSW,-28.610,153.040,
2480,Tuckurimba,NSW,-28.610,153.040,
2480,Tullera,NSW,-28.610,153.040,
2480,Tuncester,NSW,-28.610,153.040,
2480,TuntableCreek,NSW,-28.610,153.040,
2480,WhianWhian,NSW,-28.610,153.040,
2480,Woodlawn,NSW,-28.610,153.040,
2480,Wyrallah,NSW,-28.610,153.040,
2481,BrokenHead,NSW,-28.720,153.590,
2481,ByronBay,NSW,-28.720,153.590,
2481,Ewingsdale,NSW,-28.720,153.590,
2481,HaytersHill,NSW,-28.720,153.590,
2481,Myocum,NSW,-28.720,153.590,
2481,SkinnersShoot,NSW,-28.720,153.590,
2481,SuffolkPark,NSW,-28.720,153.590,
2481,Talofa,NSW,-28.720,153.590,
2481,Tyagarah,NSW,-28.720,153.590,
2482,Goonengerry,NSW,-28.610,153.440,
2482,Huonbrook,NSW,-28.610,153.440,
2482,KoonyumRange,NSW,-28.610,153.440,
2482,MainArm,NSW,-28.610,153.440,
2482,Montecollum,NSW,-28.610,153.440,
2482,Mullumbimby,NSW,-28.610,153.440,
2482,MullumbimbyCreek,NSW,-28.610,153.440,
2482,Palmwoods,NSW,-28.610,153.440,
2482,UpperCoopersCreek,NSW,-28.610,153.440,
2482,UpperMainArm,NSW,-28.610,153.440,
2482,UpperWilsonsCreek,NSW,-28.610,153.440,
2482,Wanganui,NSW,-28.610,153.440,
2482,WilsonsCreek,NSW,-28.610,153.440,
2483,Billinudgel,NSW,-28.500,153.530,
2483,BrunswickHeads,NSW,-28.500,153.530,
2483,Burringbar,NSW,-28.500,153.530,
2483,CrabbesCreek,NSW,-28.500,153.530,
2483,MiddlePocket,NSW,-28.500,153.530,
2483,Mooball,NSW,-28.500,153.530,
2483,NewBrighton,NSW,-28.500,153.530,
2483,OceanShores,NSW,-28.500,153.530,
2483,SleepyHollow,NSW,-28.500,153.530,
2483,SouthGoldenBeach,NSW,-28.500,153.530,
2483,ThePocket,NSW,-28.500,153.530,
2483,UpperBurringbar,NSW,-28.500,153.530,
2483,Wooyung,NSW,-28.500,153.530,
2483,Yelgun,NSW,-28.500,153.530,
2484,BackCreek,NSW,-28.400,153.170,
2484,BrayPark,NSW,-28.400,153.170,
2484,BraysCreek,NSW,-28.400,153.170,
2484,Byangum,NSW,-28.400,153.170,
2484,ByrrillCreek,NSW,-28.400,153.170,
2484,CedarCreek,NSW,-28.400,153.170,
2484,Chillingham,NSW,-28.400,153.170,
2484,ChowanCreek,NSW,-28.400,153.170,
2484,ClothiersCreek,NSW,-28.400,153.170,
2484,CommissionersCreek,NSW,-28.400,153.170,
2484,Condong,NSW,-28.400,153.170,
2484,CrystalCreek,NSW,-28.400,153.170,
2484,CudgeraCreek,NSW,-28.400,153.170,
2484,DoonDoon,NSW,-28.400,153.170,
2484,Dulguigan,NSW,-28.400,153.170,
2484,DumDum,NSW,-28.400,153.170,
2484,Dunbible,NSW,-28.400,153.170,
2484,Dungay,NSW,-28.400,153.170,
2484,Eungella,NSW,-28.400,153.170,
2484,Eviron,NSW,-28.400,153.170,
2484,FarrantsHill,NSW,-28.400,153.170,
2484,Fernvale,NSW,-28.400,153.170,
2484,HopkinsCreek,NSW,-28.400,153.170,
2484,Kielvale,NSW,-28.400,153.170,
2484,Kunghur,NSW,-28.400,153.170,
2484,KunghurCreek,NSW,-28.400,153.170,
2484,Kynnumboon,NSW,-28.400,153.170,
2484,Limpinwood,NSW,-28.400,153.170,
2484,Mebbin,NSW,-28.400,153.170,
2484,Midginbil,NSW,-28.400,153.170,
2484,MountBurrell,NSW,-28.400,153.170,
2484,MountWarning,NSW,-28.400,153.170,
2484,Murwillumbah,NSW,-28.400,153.170,
2484,MurwillumbahSouth,NSW,-28.400,153.170,
2484,NobbysCreek,NSW,-28.400,153.170,
2484,NorthArm,NSW,-28.400,153.170,
2484,Numinbah,NSW,-28.400,153.170,
2484,Nunderi,NSW,-28.400,153.170,
2484,Palmvale,NSW,-28.400,153.170,
2484,Pumpenbil,NSW,-28.400,153.170,
2484,ReserveCreek,NSW,-28.400,153.170,
2484,RoundMountain,NSW,-28.400,153.170,
2484,RowlandsCreek,NSW,-28.400,153.170,
2484,SmithsCreek,NSW,-28.400,153.170,
2484,SouthMurwillumbah,NSW,-28.400,153.170,
2484,StokersSiding,NSW,-28.400,153.170,
2484,Terragon,NSW,-28.400,153.170,
2484,Tomewin,NSW,-28.400,153.170,
2484,Tyalgum,NSW,-28.400,153.170,
2484,TyalgumCreek,NSW,-28.400,153.170,
2484,Tygalgah,NSW,-28.400,153.170,
2484,Uki,NSW,-28.400,153.170,
2484,UpperCrystalCreek,NSW,-28.400,153.170,
2484,Urliup,NSW,-28.400,153.170,
2484,WardropValley,NSW,-28.400,153.170,
2484,Zara,NSW,-28.400,153.170,
2485,TweedHeads,NSW,-28.180,153.540,
2485,TweedHeadsWest,NSW,-28.180,153.540,
2486,BanoraPoint,NSW,-28.210,153.540,
2486,Bilambil,NSW,-28.210,153.540,
2486,BilambilHeights,NSW,-28.210,153.540,
2486,Bungalora,NSW,-28.210,153.540,
2486,Carool,NSW,-28.210,153.540,
2486,Cobaki,NSW,-28.210,153.540,
2486,CobakiLakes,NSW,-28.210,153.540,
2486,Duroby,NSW,-28.210,153.540,
2486,Glengarrie,NSW,-28.210,153.540,
2486,Piggabeen,NSW,-28.210,153.540,
2486,Terranora,NSW,-28.210,153.540,
2486,TweedHeadsSouth,NSW,-28.210,153.540,
2486,UpperDuroby,NSW,-28.210,153.540,
2487,Casuarina,NSW,-28.300,153.570,
2487,Chinderah,NSW,-28.300,153.570,
2487,Cudgen,NSW,-28.300,153.570,
2487,Duranbah,NSW,-28.300,153.570,
2487,FingalHead,NSW,-28.300,153.570,
2487,KingsForest,NSW,-28.300,153.570,
2487,Kingscliff,NSW,-28.300,153.570,
2487,StottsCreek,NSW,-28.300,153.570,
2488,Bogangar,NSW,-28.330,153.540,
2488,CabaritaBeach,NSW,-28.330,153.540,
2488,Tanglewood,NSW,-28.330,153.540,
2489,HastingsPoint,NSW,-28.360,153.580,
2489,Pottsville,NSW,-28.360,153.580,
2489,PottsvilleBeach,NSW,-28.360,153.580,
2490,NorthTumbulgum,NSW,-28.270,153.470,
2490,Tumbulgum,NSW,-28.270,153.470,
2500,Coniston,NSW,-34.440,150.890,
2500,Gwynneville,NSW,-34.440,150.890,
2500,Keiraville,NSW,-34.440,150.890,
2500,Mangerton,NSW,-34.440,150.890,
2500,MountKeira,NSW,-34.440,150.890,
2500,MountSaintThomas,NSW,-34.440,150.890,
2500,NorthWollongong,NSW,-34.440,150.890,
2500,SpringHill,NSW,-34.440,150.890,
2500,WestWollongong,NSW,-34.440,150.890,
2500,Wollongong,NSW,-34.440,150.890,
2500,WollongongDC,NSW,-34.440,150.890,
2500,WollongongWest,NSW,-34.440,150.890,
2502,Cringila,NSW,-34.470,150.870,
2502,LakeHeights,NSW,-34.470,150.870,
2502,Primbee,NSW,-34.470,150.870,
2502,Warrawong,NSW,-34.470,150.870,
2505,PortKembla,NSW,-34.490,150.890,
2506,Berkeley,NSW,-34.480,150.840,
2508,Coalcliff,NSW,-34.240,150.980,
2508,DarkesForest,NSW,-34.240,150.980,
2508,Helensburgh,NSW,-34.240,150.980,
2508,Lilyvale,NSW,-34.240,150.980,
2508,MaddensPlains,NSW,-34.240,150.980,
2508,Otford,NSW,-34.240,150.980,
2508,StanwellPark,NSW,-34.240,150.980,
2508,StanwellTops,NSW,-34.240,150.980,
2508,WoronoraDam,NSW,-34.240,150.980,
2515,Austinmer,NSW,-34.310,150.930,
2515,Clifton,NSW,-34.310,150.930,
2515,Coledale,NSW,-34.310,150.930,
2515,Scarborough,NSW,-34.310,150.930,
2515,Thirroul,NSW,-34.310,150.930,
2515,Wombarra,NSW,-34.310,150.930,
2516,Bulli,NSW,-34.330,150.910,
2517,RussellVale,NSW,-34.360,150.900,
2517,Woonona,NSW,-34.360,150.900,
2517,WoononaEast,NSW,-34.360,150.900,
2518,Bellambi,NSW,-34.370,150.910,
2518,Corrimal,NSW,-34.370,150.910,
2518,CorrimalEast,NSW,-34.370,150.910,
2518,EastCorrimal,NSW,-34.370,150.910,
2518,Tarrawanna,NSW,-34.370,150.910,
2518,Towradgi,NSW,-34.370,150.910,
2519,Balgownie,NSW,-34.390,150.880,
2519,FairyMeadow,NSW,-34.390,150.880,
2519,Fernhill,NSW,-34.390,150.880,
2519,MountOusley,NSW,-34.390,150.880,
2519,MountPleasant,NSW,-34.390,150.880,
2520,Wollongong,NSW,-33.940,151.140,
2522,UniversityOfWollongong,NSW,-34.410,150.880,
2525,Figtree,NSW,-34.440,150.860,
2526,Cordeaux,NSW,-34.380,150.780,
2526,CordeauxHeights,NSW,-34.380,150.780,
2526,Dombarton,NSW,-34.380,150.780,
2526,FarmboroughHeights,NSW,-34.380,150.780,
2526,KemblaGrange,NSW,-34.380,150.780,
2526,KemblaHeights,NSW,-34.380,150.780,
2526,MountKembla,NSW,-34.380,150.780,
2526,Unanderra,NSW,-34.380,150.780,
2526,UnanderraDC,NSW,-34.380,150.780,
2527,AlbionPark,NSW,-34.570,150.780,
2527,AlbionParkRail,NSW,-34.570,150.780,
2527,Calderwood,NSW,-34.570,150.780,
2527,Croom,NSW,-34.570,150.780,
2527,NorthMacquarie,NSW,-34.570,150.780,
2527,Tongarra,NSW,-34.570,150.780,
2527,Tullimbar,NSW,-34.570,150.780,
2527,YellowRock,NSW,-34.570,150.780,
2528,BarrackHeights,NSW,-34.570,150.860,
2528,BarrackPoint,NSW,-34.570,150.860,
2528,LakeIllawarra,NSW,-34.570,150.860,
2528,MountWarrigal,NSW,-34.570,150.860,
2528,Warilla,NSW,-34.570,150.860,
2528,Windang,NSW,-34.570,150.860,
2529,Blackbutt,NSW,-34.570,150.830,
2529,Dunmore,NSW,-34.570,150.830,
2529,Flinders,NSW,-34.570,150.830,
2529,OakFlats,NSW,-34.570,150.830,
2529,OakFlatsDC,NSW,-34.570,150.830,
2529,ShellCove,NSW,-34.570,150.830,
2529,Shellharbour,NSW,-34.570,150.830,
2529,ShellharbourCityCentre,NSW,-34.570,150.830,
2530,Avondale,NSW,-34.510,150.730,
2530,Brownsville,NSW,-34.510,150.730,
2530,Cleveland,NSW,-34.510,150.730,
2530,Dapto,NSW,-34.510,150.730,
2530,HaywardsBay,NSW,-34.510,150.730,
2530,Horsley,NSW,-34.510,150.730,
2530,Huntley,NSW,-34.510,150.730,
2530,Kanahooka,NSW,-34.510,150.730,
2530,Koonawarra,NSW,-34.510,150.730,
2530,MarshallMount,NSW,-34.510,150.730,
2530,Penrose,NSW,-34.510,150.730,
2530,Wongawilli,NSW,-34.510,150.730,
2530,Yallah,NSW,-34.510,150.730,
2533,Bombo,NSW,-34.660,150.850,
2533,Curramore,NSW,-34.660,150.850,
2533,Jamberoo,NSW,-34.660,150.850,
2533,Jerrara,NSW,-34.660,150.850,
2533,Kiama,NSW,-34.660,150.850,
2533,KiamaDowns,NSW,-34.660,150.850,
2533,KiamaHeights,NSW,-34.660,150.850,
2533,Minnamurra,NSW,-34.660,150.850,
2533,SaddlebackMountain,NSW,-34.660,150.850,
2534,BroughtonVillage,NSW,-34.730,150.770,
2534,Foxground,NSW,-34.730,150.770,
2534,Gerringong,NSW,-34.730,150.770,
2534,Gerroa,NSW,-34.730,150.770,
2534,RoseValley,NSW,-34.730,150.770,
2534,Toolijooa,NSW,-34.730,150.770,
2534,WerriBeach,NSW,-34.730,150.770,
2534,WillowVale,NSW,-34.730,150.770,
2535,BackForest,NSW,-34.850,150.680,
2535,Bellawongarah,NSW,-34.850,150.680,
2535,Berry,NSW,-34.850,150.680,
2535,BerryMountain,NSW,-34.850,150.680,
2535,BrogersCreek,NSW,-34.850,150.680,
2535,Broughton,NSW,-34.850,150.680,
2535,BroughtonVale,NSW,-34.850,150.680,
2535,Budderoo,NSW,-34.850,150.680,
2535,Bundewallah,NSW,-34.850,150.680,
2535,Coolangatta,NSW,-34.850,150.680,
2535,FarMeadow,NSW,-34.850,150.680,
2535,JaspersBrush,NSW,-34.850,150.680,
2535,ShoalhavenHeads,NSW,-34.850,150.680,
2535,Wattamolla,NSW,-34.850,150.680,
2535,Woodhill,NSW,-34.850,150.680,
2536,Batehaven,NSW,-35.730,150.200,
2536,BatemansBay,NSW,-35.730,150.200,
2536,Benandarah,NSW,-35.730,150.200,
2536,Bimbimbie,NSW,-35.730,150.200,
2536,Buckenbowra,NSW,-35.730,150.200,
2536,Catalina,NSW,-35.730,150.200,
2536,Currowan,NSW,-35.730,150.200,
2536,DenhamsBeach,NSW,-35.730,150.200,
2536,DepotBeach,NSW,-35.730,150.200,
2536,DurrasNorth,NSW,-35.730,150.200,
2536,EastLynne,NSW,-35.730,150.200,
2536,GuerillaBay,NSW,-35.730,150.200,
2536,Jeremadra,NSW,-35.730,150.200,
2536,LilliPilli,NSW,-35.730,150.200,
2536,LongBeach,NSW,-35.730,150.200,
2536,MaloneysBeach,NSW,-35.730,150.200,
2536,MaluaBay,NSW,-35.730,150.200,
2536,Mogo,NSW,-35.730,150.200,
2536,Nelligen,NSW,-35.730,150.200,
2536,NorthBatemansBay,NSW,-35.730,150.200,
2536,PebblyBeach,NSW,-35.730,150.200,
2536,Rosedale,NSW,-35.730,150.200,
2536,Runnyford,NSW,-35.730,150.200,
2536,SouthDurras,NSW,-35.730,150.200,
2536,SunshineBay,NSW,-35.730,150.200,
2536,SurfBeach,NSW,-35.730,150.200,
2536,Surfside,NSW,-35.730,150.200,
2536,Woodlands,NSW,-35.730,150.200,
2537,Bergalia,NSW,-35.980,150.110,
2537,Bingie,NSW,-35.980,150.110,
2537,Broulee,NSW,-35.980,150.110,
2537,Coila,NSW,-35.980,150.110,
2537,Congo,NSW,-35.980,150.110,
2537,Deua,NSW,-35.980,150.110,
2537,DeuaRiverValley,NSW,-35.980,150.110,
2537,Kiora,NSW,-35.980,150.110,
2537,Meringo,NSW,-35.980,150.110,
2537,Mogendoura,NSW,-35.980,150.110,
2537,Moruya,NSW,-35.980,150.110,
2537,MoruyaHeads,NSW,-35.980,150.110,
2537,MossyPoint,NSW,-35.980,150.110,
2537,Tomakin,NSW,-35.980,150.110,
2537,Turlinjah,NSW,-35.980,150.110,
2537,TurossHead,NSW,-35.980,150.110,
2537,Wamban,NSW,-35.980,150.110,
2538,Brooman,NSW,-35.490,150.230,
2538,LittleForest,NSW,-35.490,150.230,
2538,Milton,NSW,-35.490,150.230,
2538,Mogood,NSW,-35.490,150.230,
2538,Morton,NSW,-35.490,150.230,
2538,PortersCreek,NSW,-35.490,150.230,
2538,Woodburn,NSW,-35.490,150.230,
2538,Woodstock,NSW,-35.490,150.230,
2539,BawleyPoint,NSW,-35.520,150.390,
2539,Bendalong,NSW,-35.520,150.390,
2539,BerringerLake,NSW,-35.520,150.390,
2539,BurrillLake,NSW,-35.520,150.390,
2539,Cockwhy,NSW,-35.520,150.390,
2539,Conjola,NSW,-35.520,150.390,
2539,ConjolaPark,NSW,-35.520,150.390,
2539,Croobyar,NSW,-35.520,150.390,
2539,CunjurongPoint,NSW,-35.520,150.390,
2539,DolphinPoint,NSW,-35.520,150.390,
2539,FishermansParadise,NSW,-35.520,150.390,
2539,KingsPoint,NSW,-35.520,150.390,
2539,Kioloa,NSW,-35.520,150.390,
2539,LakeConjola,NSW,-35.520,150.390,
2539,LakeTabourie,NSW,-35.520,150.390,
2539,Manyana,NSW,-35.520,150.390,
2539,Mollymook,NSW,-35.520,150.390,
2539,MollymookBeach,NSW,-35.520,150.390,
2539,MountKingiman,NSW,-35.520,150.390,
2539,Narrawallee,NSW,-35.520,150.390,
2539,PointerMountain,NSW,-35.520,150.390,
2539,PrettyBeach,NSW,-35.520,150.390,
2539,Termeil,NSW,-35.520,150.390,
2539,Ulladulla,NSW,-35.520,150.390,
2539,Yadboro,NSW,-35.520,150.390,
2539,YatteYattah,NSW,-35.520,150.390,
2540,Bamarang,NSW,-34.890,150.530,
2540,Barringella,NSW,-34.890,150.530,
2540,BasinView,NSW,-34.890,150.530,
2540,BeecroftPeninsula,NSW,-34.890,150.530,
2540,Berrara,NSW,-34.890,150.530,
2540,Bewong,NSW,-34.890,150.530,
2540,Bolong,NSW,-34.890,150.530,
2540,Boolijah,NSW,-34.890,150.530,
2540,BreamBeach,NSW,-34.890,150.530,
2540,BrownsMountain,NSW,-34.890,150.530,
2540,Brundee,NSW,-34.890,150.530,
2540,Buangla,NSW,-34.890,150.530,
2540,Burrier,NSW,-34.890,150.530,
2540,CallalaBay,NSW,-34.890,150.530,
2540,CallalaBeach,NSW,-34.890,150.530,
2540,Cambewarra,NSW,-34.890,150.530,
2540,CambewarraVillage,NSW,-34.890,150.530,
2540,Comberton,NSW,-34.890,150.530,
2540,ComerongIsland,NSW,-34.890,150.530,
2540,Cudmirrah,NSW,-34.890,150.530,
2540,CulburraBeach,NSW,-34.890,150.530,
2540,Currarong,NSW,-34.890,150.530,
2540,ErowalBay,NSW,-34.890,150.530,
2540,Ettrema,NSW,-34.890,150.530,
2540,FallsCreek,NSW,-34.890,150.530,
2540,GreenwellPoint,NSW,-34.890,150.530,
2540,HmasAlbatross,NSW,-34.890,150.530,
2540,HmasCreswell,ACT,-34.890,150.530,
2540,Huskisson,NSW,-34.890,150.530,
2540,HyamsBeach,NSW,-34.890,150.530,
2540,Illaroo,NSW,-34.890,150.530,
2540,Jerrawangala,NSW,-34.890,150.530,
2540,JervisBay,ACT,-34.890,150.530,
2540,Kinghorne,NSW,-34.890,150.530,
2540,Longreach,NSW,-34.890,150.530,
2540,Mayfield,NSW,-34.890,150.530,
2540,MerooMeadow,NSW,-34.890,150.530,
2540,Mondayong,NSW,-34.890,150.530,
2540,Moollattoo,NSW,-34.890,150.530,
2540,Mundamia,NSW,-34.890,150.530,
2540,Myola,NSW,-34.890,150.530,
2540,NowraHill,NSW,-34.890,150.530,
2540,NowraNavalPo,NSW,-34.890,150.530,
2540,Numbaa,NSW,-34.890,150.530,
2540,OldErowalBay,NSW,-34.890,150.530,
2540,OrientPoint,NSW,-34.890,150.530,
2540,Parma,NSW,-34.890,150.530,
2540,Pyree,NSW,-34.890,150.530,
2540,SanctuaryPoint,NSW,-34.890,150.530,
2540,StGeorgesBasin,NSW,-34.890,150.530,
2540,SussexInlet,NSW,-34.890,150.530,
2540,Swanhaven,NSW,-34.890,150.530,
2540,Tallowal,NSW,-34.890,150.530,
2540,Tapitallee,NSW,-34.890,150.530,
2540,Terara,NSW,-34.890,150.530,
2540,Tomerong,NSW,-34.890,150.530,
2540,Tullarwalla,NSW,-34.890,150.530,
2540,TwelveMilePeg,NSW,-34.890,150.530,
2540,Vincentia,NSW,-34.890,150.530,
2540,Wandandian,NSW,-34.890,150.530,
2540,Watersleigh,NSW,-34.890,150.530,
2540,Wollumboola,NSW,-34.890,150.530,
2540,Woollamia,NSW,-34.890,150.530,
2540,Worrigee,NSW,-34.890,150.530,
2540,WorrowingHeights,NSW,-34.890,150.530,
2540,WrightsBeach,NSW,-34.890,150.530,
2540,Yalwal,NSW,-34.890,150.530,
2540,Yerriyong,NSW,-34.890,150.530,
2541,Bangalee,NSW,-34.840,150.570,
2541,Bomaderry,NSW,-34.840,150.570,
2541,NorthNowra,NSW,-34.840,150.570,
2541,Nowra,NSW,-34.840,150.570,
2541,NowraDC,NSW,-34.840,150.570,
2541,NowraEast,NSW,-34.840,150.570,
2541,NowraNorth,NSW,-34.840,150.570,
